game_id,season,away_team,home_team,away_fouls,home_fouls
20000629,0,NYK,LAL,16,21
20000316,0,IND,DAL,24,21
20000867,0,NYK,IND,25,22
20001045,0,SAC,MIN,28,13
20001091,0,MIA,CHH,19,18
20000531,0,MIA,CHI,21,21
20000890,0,PHI,ATL,19,20
20000366,0,DET,DEN,21,20
20000711,0,MIA,LAC,25,22
20000494,0,CHI,CHH,29,33
20000775,0,NYK,DET,25,28
20000509,0,POR,CHH,19,15
20000550,0,POR,CLE,21,17
20000895,0,UTA,PHX,34,26
20000957,0,SAS,HOU,21,20
20000706,0,SAS,NJN,23,22
20000559,0,IND,ATL,23,16
20000280,0,SEA,LAL,27,19
20000949,0,LAC,GSW,16,20
20000092,0,MIN,MIL,21,24
20000972,0,POR,DAL,26,22
20000753,0,LAL,IND,27,27
20001054,0,PHI,IND,30,30
20000786,0,IND,CLE,17,20
20000625,0,DEN,DAL,21,24
20000967,0,SEA,PHI,23,21
20000791,0,SAS,BOS,19,24
20000722,0,VAN,BOS,25,23
20001023,0,LAC,DET,26,23
20000669,0,ORL,ATL,28,21
20000882,0,UTA,SEA,19,22
20000402,0,TOR,MIN,15,19
20000500,0,MIA,BOS,22,24
20000133,0,SEA,DAL,20,17
20000790,0,ORL,HOU,20,26
20000314,0,SAC,CHH,22,17
20000177,0,SAS,DEN,20,16
20000792,0,LAL,ATL,19,13
20000885,0,ORL,CHH,21,18
20000377,0,UTA,IND,23,28
20000806,0,UTA,PHX,24,23
20000490,0,LAC,IND,19,18
20000279,0,DAL,CHI,26,21
20000842,0,MIA,DET,28,19
20001125,0,MIA,BOS,22,23
20000863,0,MIA,DET,24,22
20000608,0,ORL,MIN,24,25
20000163,0,POR,MIL,21,21
20000059,0,SAS,PHX,26,18
20000574,0,NJN,CHI,22,20
20000339,0,UTA,CLE,23,26
20000660,0,SEA,CHI,21,19
20000922,0,NJN,DAL,25,26
20001186,0,SAC,DEN,18,17
20000272,0,WAS,MIN,15,17
20000005,0,TOR,DET,27,21
20000479,0,SAS,DET,28,21
20000168,0,LAL,GSW,25,20
20000614,0,WAS,ATL,21,16
20000866,0,VAN,SAS,17,25
20000873,0,VAN,POR,26,23
20000149,0,TOR,CHH,16,18
20000353,0,NYK,ATL,19,24
20000047,0,VAN,LAL,20,27
20000446,0,MIL,CHI,23,16
20000546,0,GSW,CLE,27,24
20001144,0,SAC,DAL,18,22
20000227,0,TOR,LAC,28,24
20000728,0,PHX,MIN,22,21
20001017,0,SEA,CLE,25,22
20001032,0,IND,ATL,17,15
20000259,0,SAS,SAC,17,15
20000623,0,MIL,DET,21,35
20000581,0,MIL,DET,20,19
20001136,0,MIN,LAL,20,31
20001092,0,IND,CHI,22,20
20000308,0,MIA,DEN,28,21
20000652,0,SAS,LAC,25,13
20001065,0,MIA,BOS,23,21
20001080,0,MIL,GSW,15,24
20001060,0,SAC,DAL,21,17
20000633,0,PHX,ATL,21,18
20000471,0,SAC,IND,22,27
20000348,0,DET,DAL,30,26
20000468,0,UTA,DEN,22,24
20000067,0,VAN,DAL,25,27
20000886,0,LAC,HOU,18,22
20000585,0,SEA,SAC,23,20
20000050,0,SEA,ORL,20,24
20001059,0,NYK,LAL,23,25
20000472,0,POR,MIL,33,24
20000624,0,POR,MIN,15,15
20000769,0,SAC,ATL,9,21
20000119,0,WAS,SAS,20,26
20000555,0,VAN,DEN,23,25
20000498,0,UTA,IND,34,28
20000237,0,MIL,ATL,25,30
20000438,0,WAS,DET,39,32
20000701,0,SAC,MIN,28,10
20001150,0,TOR,MIL,23,12
20000963,0,UTA,LAC,23,27
20000576,0,SAS,ORL,37,26
20000135,0,WAS,BOS,19,22
20000928,0,VAN,CHH,22,26
20000598,0,SAC,NJN,22,15
20000223,0,MIN,BOS,23,19
20000103,0,MIA,CHH,25,24
20001160,0,UTA,MIN,22,22
20000762,0,NYK,MIA,18,20
20000409,0,MIA,IND,24,20
20000015,0,TOR,PHI,23,26
20000324,0,HOU,GSW,19,18
20000182,0,TOR,NYK,24,13
20000372,0,NJN,MIL,29,26
20000102,0,LAC,DAL,26,21
20000888,0,WAS,BOS,25,23
20000116,0,MIN,GSW,18,20
20000616,0,NJN,LAL,25,23
20000486,0,POR,BOS,22,12
20000908,0,IND,DET,22,28
20000228,0,DET,CLE,20,22
20000961,0,MIN,CLE,17,19
20000859,0,SEA,MIN,21,21
20000577,0,SAC,POR,23,16
20001024,0,SAC,NYK,30,24
20000206,0,LAL,IND,20,29
20000748,0,SEA,ATL,18,20
20000481,0,TOR,SEA,13,20
20000984,0,NJN,BOS,21,22
20000565,0,PHI,NJN,27,14
20000045,0,SAS,GSW,22,19
20000430,0,NYK,MIN,21,17
20000350,0,VAN,ORL,26,20
20001033,0,CHI,BOS,23,29
20001146,0,SEA,PHX,20,22
20001021,0,UTA,HOU,16,30
20000621,0,CLE,ATL,19,21
20000004,0,CHH,ATL,31,23
20000736,0,NYK,NJN,26,19
20000645,0,UTA,SEA,19,30
20000939,0,NJN,HOU,16,19
20000825,0,MIL,IND,18,17
20000179,0,PHX,GSW,23,14
20000188,0,SAS,PHI,22,23
20000461,0,NJN,MIA,18,24
20000902,0,MIL,CHH,16,20
20000891,0,MIN,MIA,16,20
20000851,0,POR,GSW,16,16
20000018,0,SAC,CLE,32,21
20000917,0,GSW,DEN,22,22
20000091,0,TOR,CHI,21,16
20000338,0,NJN,ATL,20,18
20000662,0,PHI,ORL,31,26
20000174,0,VAN,DET,30,25
20000137,0,MIN,ATL,27,27
20000072,0,NJN,DET,23,22
20000331,0,CHI,ATL,22,30
20001172,0,WAS,ATL,26,24
20000809,0,PHI,MIL,27,14
20000545,0,VAN,LAL,22,27
20000723,0,PHI,LAL,25,21
20000561,0,ORL,DAL,30,30
20000095,0,POR,HOU,23,19
20000325,0,SAC,BOS,23,15
20000212,0,NJN,DET,26,25
20000996,0,MIN,DEN,25,25
20000729,0,TOR,MIA,23,19
20000819,0,SAS,POR,17,18
20000456,0,UTA,LAL,23,26
20000571,0,LAL,HOU,22,21
20000382,0,WAS,SEA,28,29
20000243,0,WAS,DET,28,28
20000145,0,POR,ORL,25,25
20000813,0,ORL,DEN,20,19
20000603,0,PHX,DET,20,25
20001071,0,POR,DEN,17,18
20000648,0,TOR,ATL,21,21
20000668,0,WAS,DEN,19,25
20000966,0,SAS,POR,27,20
20000837,0,UTA,BOS,23,30
20000373,0,LAL,HOU,28,18
20000141,0,UTA,CHI,24,26
20001004,0,CHI,BOS,18,24
20001039,0,PHI,GSW,16,21
20000745,0,WAS,DAL,24,29
20000321,0,VAN,SEA,25,21
20000378,0,MIN,CHH,15,19
20000181,0,SEA,LAC,20,19
20000269,0,SEA,DET,28,26
20001131,0,SEA,GSW,23,22
20000740,0,SAS,MIN,31,21
20000600,0,TOR,MIA,22,21
20000039,0,IND,CHI,28,23
20000823,0,NJN,CHH,23,25
20001180,0,NYK,DET,24,29
20000225,0,ORL,NJN,26,23
20000754,0,VAN,MIN,24,18
20000543,0,SEA,DEN,23,16
20001100,0,UTA,DAL,31,28
20000925,0,SEA,POR,23,19
20000887,0,SAS,POR,22,15
20000864,0,UTA,ATL,25,31
20000638,0,VAN,NJN,31,22
20000497,0,WAS,MIL,21,14
20000474,0,WAS,DAL,13,21
20000970,0,NYK,CLE,24,21
20001088,0,LAL,BOS,28,24
20000051,0,DEN,DAL,26,32
20000815,0,LAC,DAL,20,23
20000592,0,NYK,MIL,23,17
20001120,0,SAS,DAL,22,16
20000940,0,PHX,BOS,24,23
20000292,0,SEA,HOU,26,26
20000718,0,NYK,DEN,25,24
20000986,0,VAN,CLE,23,23
